Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Finland,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Finland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,23,23,22,21,21,21,20,20,20,19,20,19,19,19,19,20,20,20
Finland,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,8,7,7
Finland,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,"1,230","1,299","1,489","1,911","2,243","2,390","2,554","2,932","3,355","3,254","3,167","3,542","3,461","3,353","3,703","3,199","3,133","3,228"
Finland,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,426,439,483,599,684,721,732,842,960,926,932,"1,007",950,953,"1,037",923,962,978
Finland,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,384,393,433,538,614,643,648,748,843,810,818,880,825,833,897,815,839,851
Finland,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,18,21,30,34,40,43,47,47,48,48,46,50,50,50,46,45,44,77
Finland,General government expenditure ,Million NCU,"65,425","68,374","71,957","74,850","78,138","81,002","83,442","87,313","93,483","99,128","102,446","107,066","112,291","116,922","119,399","119,760","120,820","121,324"
France,Current Health Expenditure (CHE) per Capita in US$,,"2,156","2,191","2,438","3,000","3,452","3,574","3,813","4,315","4,794","4,724","4,593","4,933","4,652","4,900","4,988","4,204","4,257","4,380"
France,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10,10,10,10,10,10,10,10,11,11,11,11,11,11,12,11,11,11
France,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,7,7,7,7,7,7,9,10,10,10,10,10,10,10,10,10,10,9
France,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
France,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,"1,701","1,729","1,931","2,363","2,720","2,812","2,946","3,326","3,671","3,617","3,507","3,753","3,543","3,740","3,823","3,224","3,272","3,376"
France,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,455,462,508,637,732,762,866,988,"1,123","1,107","1,086","1,180","1,109","1,160","1,164",980,984,"1,003"
France,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,157,161,174,221,250,263,356,410,479,479,469,504,470,487,491,408,407,411
France,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,55,55
France,General government expenditure ,Million NCU,"763,723","795,531","838,299","868,664","902,872","941,124","977,223","1,020,486","1,061,865","1,106,702","1,134,957","1,158,671","1,192,859","1,211,622","1,229,958","1,248,656","1,263,933","1,294,015"
Georgia,Current Health Expenditure (CHE) per Capita in US$,,48,51,59,72,94,119,137,177,256,247,263,290,323,335,349,281,308,293
Georgia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,8,8,8,8,8,8,9,10,10,8,8,8,8,8,8,8
Georgia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,93,93,92,94,95,96,94,93,90,95,96,97,97,97,98,97,98,98
Georgia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,81,76,77,79,79,80,77,76,67,69,73,76,73,69,66,57,56,55
Georgia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,3,3
Georgia,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,5,8,8,10,14,18,21,26,47,53,56,51,63,79,96,100,113,109
Georgia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,39,39,46,58,76,96,108,139,184,181,197,230,249,246,244,174,188,177
Georgia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,39,39,45,57,75,94,106,134,170,170,191,219,237,231,230,161,171,160
Georgia,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,,,,,,,,,,,,,,
Georgia,General government expenditure ,Million NCU,"1,051","1,154","1,225","1,416","1,904","2,582","3,212","4,831","6,231","6,441","6,858","7,081","7,737","7,750","8,728","9,325","10,168","11,248"
Germany,Current Health Expenditure (CHE) per Capita in US$,,"2,335","2,341","2,552","3,138","3,444","3,547","3,684","4,167","4,636","4,643","4,597","5,022","4,755","5,094","5,291","4,617","4,734","5,033"
Germany,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11
Germany,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,12,12,13,13,14,14,14,14,14,14,14,14,14,13,13,13,13,13
Germany,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9
Germany,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,"1,828","1,832","1,988","2,434","2,619","2,689","2,777","3,136","3,496","3,518","3,483","3,788","3,589","3,891","4,076","3,552","3,657","3,909"
Germany,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,507,509,564,705,825,858,908,"1,030","1,140","1,125","1,115","1,233","1,165","1,203","1,215","1,065","1,077","1,124"
Germany,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,287,288,321,401,480,500,534,601,654,646,645,706,671,676,681,600,610,638
Germany,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,4,4,4,4,4,7,8,7,7,9,12,12,11,9,10,10,11,11
Germany,General government expenditure ,Million NCU,"947,098","1,022,525","1,044,200","1,061,545","1,051,570","1,062,999","1,069,695","1,076,099","1,116,223","1,170,508","1,219,219","1,208,565","1,221,782","1,263,000","1,291,848","1,332,634","1,386,760","1,439,839"
Greece,Current Health Expenditure (CHE) per Capita in US$,,,,,,"1,792","1,949","2,064","2,439","2,848","2,816","2,574","2,354","1,968","1,834","1,725","1,465","1,499","1,517"
Greece,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,,,8,9,8,8,9,9,10,9,9,8,8,8,8,8
Greece,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,,,,,100,100,100,100,100,100,100,100,100,99,99,98,100,100
Greece,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,,,,,39,37,36,34,32,29,28,31,30,34,37,36,35,35
Greece,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,,,,,5,5,5,5,6,6,7,6,6,5,5,5,5,5
Greece,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,,,,,"1,044","1,177","1,261","1,533","1,848","1,906","1,757","1,532","1,294","1,128",994,840,906,913
Greece,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,,,,,748,772,803,906,"1,000",909,816,817,672,691,708,600,589,601
Greece,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,,,,,693,713,739,829,911,825,724,728,593,618,632,534,519,527
Greece,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,,,,,28,36,39,40,42,39,34,43,36,18,11,16,9,2
Greece,General government expenditure ,Million NCU,"65,575","69,988","74,860","83,355","92,237","90,778","98,292","109,528","123,041","128,454","118,616","111,973","106,559","112,541","89,665","94,782","86,295","85,277"
Hungary,Current Health Expenditure (CHE) per Capita in US$,,313,360,473,683,798,895,893,"1,003","1,117",944,983,"1,063",961,991,"1,006",871,915,981
Hungary,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,8,8,8,8,7,7,7,8,8,7,7,7,7,7,7
Hungary,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Hungary,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,27,29,28,26,26,26,25,27,27,26,27,28,29,28,28,27,28,27
Hungary,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5
Hungary,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,216,241,328,478,556,628,628,680,757,642,655,704,623,656,671,590,619,675
Hungary,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,98,119,146,205,243,267,265,323,360,302,328,359,338,335,335,280,296,307
Hungary,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,86,104,130,180,207,231,224,271,301,248,270,300,283,281,285,239,253,264
Hungary,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,48,45,46,47,42,40,43,41,42,52,66,65,68,64,65,71,72,69
Hungary,General government expenditure ,Million NCU,"6,289,062","7,267,842","8,875,737","9,375,628","10,270,746","11,132,603","12,474,645","12,806,081","13,230,666","13,327,938","13,424,928","14,017,434","13,968,192","14,930,694","16,114,933","17,218,560","16,598,403","17,999,980"
Iceland,Current Health Expenditure (CHE) per Capita in US$,,"2,874","2,557","3,091","3,955","4,498","5,213","5,072","6,085","4,946","3,693","3,645","3,867","3,707","4,031","4,476","4,282","5,064","6,086"
Iceland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9,9,9,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8
Iceland,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Iceland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,19,19,19,17,17,17,17,16,16,17,18,18,19,18,18,18,17,16
Iceland,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,7,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
Iceland,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,"2,316","2,059","2,517","3,230","3,653","4,242","4,156","5,021","4,085","3,028","2,931","3,096","2,963","3,234","3,603","3,460","4,127","4,980"
Iceland,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,558,498,574,725,845,972,915,"1,064",861,665,713,771,744,796,873,821,936,"1,106"
Iceland,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,558,498,574,671,784,899,842,976,789,614,663,714,688,736,805,755,854,"1,003"
Iceland,General government expenditure ,Million NCU,"289,946","331,906","364,846","387,887","413,504","437,351","491,996","559,387","858,162","771,326","799,305","777,342","807,229","830,530","908,480","949,126","1,108,713","1,132,612"
Ireland,Current Health Expenditure (CHE) per Capita in US$,,"1,561","1,822","2,190","2,904","3,477","3,937","4,143","4,852","5,616","5,481","5,128","5,563","5,240","5,330","5,392","4,565","4,721","4,977"
Ireland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,6,7,7,7,8,8,8,9,10,11,11,11,10,10,7,7,7
Ireland,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Ireland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,12,11,10,13,12,14,14,12,12,13,14,14,14,14,14,13,13,12
Ireland,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5,5,5,6,6,6,6,6,7,8,8,8,8,7,7,5,5,5
Ireland,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,"1,210","1,429","1,730","2,288","2,744","3,105","3,225","3,845","4,455","4,224","3,907","4,025","3,776","3,794","3,830","3,288","3,422","3,648"
Ireland,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,351,393,460,617,733,832,919,"1,008","1,161","1,257","1,222","1,539","1,463","1,536","1,563","1,277","1,299","1,329"
Ireland,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,189,194,229,382,425,534,577,561,666,696,708,774,728,761,757,605,603,611
Ireland,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,,,,,,,,,,,,0,1,0,0,0,1,1
Ireland,General government expenditure ,Million NCU,"33,464","39,653","45,131","48,019","51,775","56,746","62,614","70,815","78,505","79,957","109,088","79,623","73,613","72,529","73,058","75,916","75,121","77,270"
Israel,Current Health Expenditure (CHE) per Capita in US$,,"1,497","1,542","1,388","1,418","1,472","1,538","1,576","1,780","2,122","2,017","2,211","2,411","2,377","2,649","2,789","2,640","2,856","3,145"
Israel,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Israel,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,98,98
Israel,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,29,30,28,29,29,30,26,27,25,25,24,24,23,23,23,22,22,22
Israel,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5
Israel,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,945,966,888,886,909,922,982,"1,079","1,300","1,235","1,389","1,509","1,488","1,680","1,762","1,676","1,815","2,001"
Israel,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,517,544,469,503,529,585,571,678,792,756,794,869,855,932,990,927,991,"1,088"
Israel,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,441,468,386,406,423,465,405,475,538,513,526,573,556,600,642,594,638,700
Israel,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,48,45,46,46,47,45,46,44,41,43,42,42,43,43,44,45,48,49
Israel,General government expenditure ,Million NCU,"259,121","276,149","293,614","292,446","286,065","294,161","306,327","313,283","327,979","345,106","361,871","380,492","412,854","433,463","439,115","447,904","473,332","502,452"
Italy,Current Health Expenditure (CHE) per Capita in US$,,"1,520","1,585","1,754","2,158","2,561","2,676","2,830","3,088","3,490","3,324","3,215","3,388","3,126","3,196","3,190","2,709","2,736","2,840"
Italy,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9
Italy,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Italy,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,26,24,24,24,23,22,21,22,21,21,21,22,22,22,22,23,23,23
Italy,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7
Italy,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,"1,104","1,183","1,315","1,626","1,953","2,074","2,200","2,393","2,711","2,603","2,522","2,609","2,380","2,430","2,413","2,021","2,042","2,099"
Italy,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,416,402,439,532,608,603,630,695,779,721,693,779,746,765,777,688,694,741
Italy,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,402,388,423,512,585,578,603,665,745,687,661,746,678,695,706,627,627,667
Italy,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,General government expenditure ,Million NCU,"577,656","617,210","629,649","657,039","678,387","702,315","737,532","753,127","780,664","804,661","800,494","808,562","819,337","819,381","825,502","830,425","828,882","840,763"
Kazakhstan,Current Health Expenditure (CHE) per Capita in US$,,51,51,59,75,112,143,175,179,254,249,247,311,376,394,343,316,262,280
Kazakhstan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
Kazakhstan,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100
Kazakhstan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,49,43,46,45,41,34,31,33,24,23,28,26,28,31,26,32,36,33
Kazakhstan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2
Kazakhstan,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,26,29,32,41,65,93,119,119,189,189,169,217,254,255,237,200,157,174
Kazakhstan,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,25,22,27,34,46,50,56,60,64,59,77,93,120,138,106,116,105,106
Kazakhstan,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,25,22,27,34,46,49,55,59,62,57,68,82,105,122,90,101,93,93
Kazakhstan,General government expenditure ,Million NCU,"596,000","760,000","775,163","984,892","1,248,140","1,679,880","2,022,200","3,045,950","4,345,250","3,991,720","4,902,690","5,997,110","6,796,050","7,130,920","8,435,170","9,348,920","10,085,640","13,092,530"
Kyrgyzstan,Current Health Expenditure (CHE) per Capita in US$,,12,13,15,22,27,36,46,51,64,61,61,80,100,106,95,81,73,79
Kyrgyzstan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,5,6,6,7,8,7,7,7,7,7,9,8,7,7,6,6
Kyrgyzstan,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,90,84,94,90,87,93,89,92,96,93,95,94,92,96,94
Kyrgyzstan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,52,53,52,51,47,43,39,43,49,39,43,44,43,46,56,55,57,56
Kyrgyzstan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,4,4,3,3,3,3,4,4,4,3,3,2,2
Kyrgyzstan,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,6,6,7,9,10,18,23,23,28,31,30,42,50,51,36,31,29,30
Kyrgyzstan,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,6,7,8,11,13,15,18,22,31,23,26,35,43,49,54,44,42,44
Kyrgyzstan,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,6,7,8,11,13,15,18,22,31,23,26,35,43,49,54,44,42,44
Kyrgyzstan,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,14,16,15,10,11,18,11,11,12,12,12,14,14,14,13,12,11,8
Kyrgyzstan,General government expenditure ,Million NCU,"19,748","20,753","22,120","23,549","26,849","29,327","33,149","41,995","52,420","65,481","81,772","106,867","126,001","135,535","155,696","165,048","188,263","201,271"
Latvia,Current Health Expenditure (CHE) per Capita in US$,,182,205,237,281,393,441,552,807,914,745,689,765,746,807,856,776,874,930
Latvia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,6,6,5,6,6,6,6,6,6,6,6,5,5,5,6,6,6
Latvia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
